user_id_teacher,user_id_student,subject,rating_avg_teacher
28,979,French language,3.9
29,1,English language,2.9
29,17,English language,2.9
29,93,English language,2.9
29,232,English language,2.9
29,259,English language,2.9
29,346,English language,2.9
29,347,English language,2.9
29,417,English language,2.9
29,672,English language,2.9
29,735,English language,2.9
29,757,English language,2.9
29,773,English language,2.9
29,815,English language,2.9
29,837,English language,2.9
29,920,English language,2.9
30,176,French language,2.5
30,209,French language,2.5
30,219,French language,2.5
30,338,French language,2.5
30,442,French language,2.5
30,489,French language,2.5
30,538,French language,2.5
30,603,French language,2.5
30,618,French language,2.5
30,700,French language,2.5
30,706,French language,2.5
30,785,French language,2.5
30,882,French language,2.5
30,979,French language,2.5
31,5,Mathematics,3.3
31,35,Mathematics,3.3
31,56,Mathematics,3.3
31,122,Mathematics,3.3
31,175,Mathematics,3.3
31,302,Mathematics,3.3
31,305,Mathematics,3.3
31,309,Mathematics,3.3
31,369,Mathematics,3.3
31,394,Mathematics,3.3
31,439,Mathematics,3.3
31,466,Mathematics,3.3
31,473,Mathematics,3.3
31,526,Mathematics,3.3
31,668,Mathematics,3.3
31,715,Mathematics,3.3
31,722,Mathematics,3.3
31,729,Mathematics,3.3
31,741,Mathematics,3.3
31,792,Mathematics,3.3
31,797,Mathematics,3.3
31,824,Mathematics,3.3
31,876,Mathematics,3.3
31,917,Mathematics,3.3
31,923,Mathematics,3.3
31,938,Mathematics,3.3
31,976,Mathematics,3.3
32,24,History,4.5
32,87,History,4.5
32,504,History,4.5
32,653,History,4.5
32,805,History,4.5
32,863,History,4.5
33,88,Computer science,3.8
33,158,Computer science,3.8
33,212,Computer science,3.8
33,264,Computer science,3.8
33,537,Computer science,3.8
33,546,Computer science,3.8
33,575,Computer science,3.8
33,737,Computer science,3.8
33,839,Computer science,3.8
33,870,Computer science,3.8
33,950,Computer science,3.8
35,61,Physics,2.5
35,100,Physics,2.5
35,836,Physics,2.5
35,860,Physics,2.5
35,892,Physics,2.5
35,961,Physics,2.5
36,136,Biology,3.1
36,156,Biology,3.1
36,384,Biology,3.1
36,395,Biology,3.1
36,410,Biology,3.1
36,640,Biology,3.1
36,766,Biology,3.1
36,926,Biology,3.1
37,61,Physics,3.5
37,100,Physics,3.5
37,836,Physics,3.5
37,860,Physics,3.5
37,892,Physics,3.5
37,961,Physics,3.5
38,5,Mathematics,2.5
38,35,Mathematics,2.5
38,56,Mathematics,2.5
38,122,Mathematics,2.5
38,175,Mathematics,2.5
38,302,Mathematics,2.5
38,305,Mathematics,2.5
38,309,Mathematics,2.5
38,369,Mathematics,2.5
38,394,Mathematics,2.5
38,439,Mathematics,2.5
38,466,Mathematics,2.5
38,473,Mathematics,2.5
38,526,Mathematics,2.5
38,668,Mathematics,2.5
38,715,Mathematics,2.5
38,722,Mathematics,2.5
38,729,Mathematics,2.5
38,741,Mathematics,2.5
38,792,Mathematics,2.5
38,797,Mathematics,2.5
38,824,Mathematics,2.5
38,876,Mathematics,2.5
38,917,Mathematics,2.5
38,923,Mathematics,2.5
38,938,Mathematics,2.5
38,976,Mathematics,2.5
39,70,Romanian language,2.8
39,103,Romanian language,2.8
39,221,Romanian language,2.8
39,224,Romanian language,2.8
39,229,Romanian language,2.8
39,266,Romanian language,2.8
39,324,Romanian language,2.8
39,361,Romanian language,2.8
39,377,Romanian language,2.8
39,574,Romanian language,2.8
39,628,Romanian language,2.8
39,853,Romanian language,2.8
39,949,Romanian language,2.8
40,70,Romanian language,2.5
40,103,Romanian language,2.5
40,221,Romanian language,2.5
40,224,Romanian language,2.5
40,229,Romanian language,2.5
40,266,Romanian language,2.5
40,324,Romanian language,2.5
40,361,Romanian language,2.5
40,377,Romanian language,2.5
40,574,Romanian language,2.5
40,628,Romanian language,2.5
40,853,Romanian language,2.5
40,949,Romanian language,2.5
41,24,History,1.7
41,87,History,1.7
41,504,History,1.7
41,653,History,1.7
41,805,History,1.7
41,863,History,1.7
42,36,Information technology,3.7
42,69,Information technology,3.7
42,78,Information technology,3.7
42,177,Information technology,3.7
42,206,Information technology,3.7
42,265,Information technology,3.7
42,321,Information technology,3.7
42,407,Information technology,3.7
42,559,Information technology,3.7
42,667,Information technology,3.7
42,690,Information technology,3.7
42,698,Information technology,3.7
42,744,Information technology,3.7
42,789,Information technology,3.7
42,856,Information technology,3.7
42,889,Information technology,3.7
42,936,Information technology,3.7
43,136,Biology,2.1
43,156,Biology,2.1
43,384,Biology,2.1
43,395,Biology,2.1
43,410,Biology,2.1
43,640,Biology,2.1
43,766,Biology,2.1
43,926,Biology,2.1
44,1,English language,3.0
44,17,English language,3.0
44,93,English language,3.0
44,232,English language,3.0
44,259,English language,3.0
44,346,English language,3.0
44,347,English language,3.0
44,417,English language,3.0
44,672,English language,3.0
44,735,English language,3.0
44,757,English language,3.0
44,773,English language,3.0
44,815,English language,3.0
44,837,English language,3.0
44,920,English language,3.0
45,1,English language,3.1
45,17,English language,3.1
45,93,English language,3.1
45,232,English language,3.1
45,259,English language,3.1
45,346,English language,3.1
45,347,English language,3.1
45,417,English language,3.1
45,672,English language,3.1
45,735,English language,3.1
45,757,English language,3.1
45,773,English language,3.1
45,815,English language,3.1
45,837,English language,3.1
45,920,English language,3.1
47,70,Romanian language,4.5
47,103,Romanian language,4.5
47,221,Romanian language,4.5
47,224,Romanian language,4.5
47,229,Romanian language,4.5
47,266,Romanian language,4.5
47,324,Romanian language,4.5
47,361,Romanian language,4.5
47,377,Romanian language,4.5
47,574,Romanian language,4.5
47,628,Romanian language,4.5
47,853,Romanian language,4.5
47,949,Romanian language,4.5
48,1,English language,3.1
48,17,English language,3.1
48,93,English language,3.1
48,232,English language,3.1
48,259,English language,3.1
48,346,English language,3.1
48,347,English language,3.1
48,417,English language,3.1
48,672,English language,3.1
48,735,English language,3.1
48,757,English language,3.1
48,773,English language,3.1
48,815,English language,3.1
48,837,English language,3.1
48,920,English language,3.1
49,5,Mathematics,2.5
49,35,Mathematics,2.5
49,56,Mathematics,2.5
49,122,Mathematics,2.5
49,175,Mathematics,2.5
49,302,Mathematics,2.5
49,305,Mathematics,2.5
49,309,Mathematics,2.5
49,369,Mathematics,2.5
49,394,Mathematics,2.5
49,439,Mathematics,2.5
49,466,Mathematics,2.5
49,473,Mathematics,2.5
49,526,Mathematics,2.5
49,668,Mathematics,2.5
49,715,Mathematics,2.5
49,722,Mathematics,2.5
49,729,Mathematics,2.5
49,741,Mathematics,2.5
49,792,Mathematics,2.5
49,797,Mathematics,2.5
49,824,Mathematics,2.5
49,876,Mathematics,2.5
49,917,Mathematics,2.5
49,923,Mathematics,2.5
49,938,Mathematics,2.5
49,976,Mathematics,2.5
51,70,Romanian language,4.5
51,103,Romanian language,4.5
51,221,Romanian language,4.5
51,224,Romanian language,4.5
51,229,Romanian language,4.5
51,266,Romanian language,4.5
51,324,Romanian language,4.5
51,361,Romanian language,4.5
51,377,Romanian language,4.5
51,574,Romanian language,4.5
51,628,Romanian language,4.5
51,853,Romanian language,4.5
51,949,Romanian language,4.5
53,88,Computer science,3.2
53,158,Computer science,3.2
53,212,Computer science,3.2
53,264,Computer science,3.2
53,537,Computer science,3.2
53,546,Computer science,3.2
53,575,Computer science,3.2
53,737,Computer science,3.2
53,839,Computer science,3.2
53,870,Computer science,3.2
53,950,Computer science,3.2
54,1,English language,2.3
54,17,English language,2.3
54,93,English language,2.3
54,232,English language,2.3
54,259,English language,2.3
54,346,English language,2.3
54,347,English language,2.3
54,417,English language,2.3
54,672,English language,2.3
54,735,English language,2.3
54,757,English language,2.3
54,773,English language,2.3
54,815,English language,2.3
54,837,English language,2.3
54,920,English language,2.3
55,1,English language,4.4
55,17,English language,4.4
55,93,English language,4.4
55,232,English language,4.4
55,259,English language,4.4
55,346,English language,4.4
55,347,English language,4.4
55,417,English language,4.4
55,672,English language,4.4
55,735,English language,4.4
55,757,English language,4.4
55,773,English language,4.4
55,815,English language,4.4
55,837,English language,4.4
55,920,English language,4.4
59,24,History,4.7
59,87,History,4.7
59,504,History,4.7
59,653,History,4.7
59,805,History,4.7
59,863,History,4.7
60,5,Mathematics,2.7
60,35,Mathematics,2.7
60,56,Mathematics,2.7
60,122,Mathematics,2.7
60,175,Mathematics,2.7
60,302,Mathematics,2.7
60,305,Mathematics,2.7
60,309,Mathematics,2.7
60,369,Mathematics,2.7
60,394,Mathematics,2.7
60,439,Mathematics,2.7
60,466,Mathematics,2.7
60,473,Mathematics,2.7
60,526,Mathematics,2.7
60,668,Mathematics,2.7
60,715,Mathematics,2.7
60,722,Mathematics,2.7
60,729,Mathematics,2.7
60,741,Mathematics,2.7
60,792,Mathematics,2.7
60,797,Mathematics,2.7
60,824,Mathematics,2.7
60,876,Mathematics,2.7
60,917,Mathematics,2.7
60,923,Mathematics,2.7
60,938,Mathematics,2.7
60,976,Mathematics,2.7
62,70,Romanian language,3.6
62,103,Romanian language,3.6
62,221,Romanian language,3.6
62,224,Romanian language,3.6
62,229,Romanian language,3.6
62,266,Romanian language,3.6
62,324,Romanian language,3.6
62,361,Romanian language,3.6
62,377,Romanian language,3.6
62,574,Romanian language,3.6
62,628,Romanian language,3.6
62,853,Romanian language,3.6
62,949,Romanian language,3.6
63,67,Geography,3.2
63,188,Geography,3.2
63,225,Geography,3.2
63,294,Geography,3.2
63,566,Geography,3.2
63,772,Geography,3.2
63,774,Geography,3.2
63,807,Geography,3.2
63,835,Geography,3.2
66,5,Mathematics,3.0
66,35,Mathematics,3.0
66,56,Mathematics,3.0
66,122,Mathematics,3.0
66,175,Mathematics,3.0
66,302,Mathematics,3.0
66,305,Mathematics,3.0
66,309,Mathematics,3.0
66,369,Mathematics,3.0
66,394,Mathematics,3.0
66,439,Mathematics,3.0
66,466,Mathematics,3.0
66,473,Mathematics,3.0
66,526,Mathematics,3.0
66,668,Mathematics,3.0
66,715,Mathematics,3.0
66,722,Mathematics,3.0
66,729,Mathematics,3.0
66,741,Mathematics,3.0
66,792,Mathematics,3.0
66,797,Mathematics,3.0
66,824,Mathematics,3.0
66,876,Mathematics,3.0
66,917,Mathematics,3.0
66,923,Mathematics,3.0
66,938,Mathematics,3.0
66,976,Mathematics,3.0
67,88,Computer science,2.5
67,158,Computer science,2.5
67,212,Computer science,2.5
67,264,Computer science,2.5
67,537,Computer science,2.5
67,546,Computer science,2.5
67,575,Computer science,2.5
67,737,Computer science,2.5
67,839,Computer science,2.5
67,870,Computer science,2.5
67,950,Computer science,2.5
68,70,Romanian language,3.6
68,103,Romanian language,3.6
68,221,Romanian language,3.6
68,224,Romanian language,3.6
68,229,Romanian language,3.6
68,266,Romanian language,3.6
68,324,Romanian language,3.6
68,361,Romanian language,3.6
68,377,Romanian language,3.6
68,574,Romanian language,3.6
68,628,Romanian language,3.6
68,853,Romanian language,3.6
68,949,Romanian language,3.6
70,1,English language,3.4
70,17,English language,3.4
70,93,English language,3.4
70,232,English language,3.4
70,259,English language,3.4
70,346,English language,3.4
70,347,English language,3.4
70,417,English language,3.4
70,672,English language,3.4
70,735,English language,3.4
70,757,English language,3.4
70,773,English language,3.4
70,815,English language,3.4
70,837,English language,3.4
70,920,English language,3.4
71,5,Mathematics,3.3
71,35,Mathematics,3.3
71,56,Mathematics,3.3
71,122,Mathematics,3.3
71,175,Mathematics,3.3
71,302,Mathematics,3.3
71,305,Mathematics,3.3
71,309,Mathematics,3.3
71,369,Mathematics,3.3
71,394,Mathematics,3.3
71,439,Mathematics,3.3
71,466,Mathematics,3.3
71,473,Mathematics,3.3
71,526,Mathematics,3.3
71,668,Mathematics,3.3
71,715,Mathematics,3.3
71,722,Mathematics,3.3
71,729,Mathematics,3.3
71,741,Mathematics,3.3
71,792,Mathematics,3.3
71,797,Mathematics,3.3
71,824,Mathematics,3.3
71,876,Mathematics,3.3
71,917,Mathematics,3.3
71,923,Mathematics,3.3
71,938,Mathematics,3.3
71,976,Mathematics,3.3
72,70,Romanian language,2.9
72,103,Romanian language,2.9
72,221,Romanian language,2.9
72,224,Romanian language,2.9
72,229,Romanian language,2.9
72,266,Romanian language,2.9
72,324,Romanian language,2.9
72,361,Romanian language,2.9
72,377,Romanian language,2.9
72,574,Romanian language,2.9
72,628,Romanian language,2.9
72,853,Romanian language,2.9
72,949,Romanian language,2.9
74,127,Chemistry,3.6
74,165,Chemistry,3.6
74,238,Chemistry,3.6
74,244,Chemistry,3.6
74,258,Chemistry,3.6
74,333,Chemistry,3.6
74,363,Chemistry,3.6
74,418,Chemistry,3.6
74,444,Chemistry,3.6
74,478,Chemistry,3.6
74,494,Chemistry,3.6
74,501,Chemistry,3.6
74,616,Chemistry,3.6
74,650,Chemistry,3.6
74,721,Chemistry,3.6
74,762,Chemistry,3.6
74,771,Chemistry,3.6
74,901,Chemistry,3.6
74,939,Chemistry,3.6
76,24,History,3.0
76,87,History,3.0
76,504,History,3.0
76,653,History,3.0
76,805,History,3.0
76,863,History,3.0
78,1,English language,3.0
78,17,English language,3.0
78,93,English language,3.0
78,232,English language,3.0
78,259,English language,3.0
78,346,English language,3.0
78,347,English language,3.0
78,417,English language,3.0
78,672,English language,3.0
78,735,English language,3.0
78,757,English language,3.0
78,773,English language,3.0
78,815,English language,3.0
78,837,English language,3.0
78,920,English language,3.0
79,136,Biology,4.8
79,156,Biology,4.8
79,384,Biology,4.8
79,395,Biology,4.8
79,410,Biology,4.8
79,640,Biology,4.8
79,766,Biology,4.8
79,926,Biology,4.8
80,24,History,2.0
80,87,History,2.0
80,504,History,2.0
80,653,History,2.0
80,805,History,2.0
80,863,History,2.0
81,136,Biology,4.0
81,156,Biology,4.0
81,384,Biology,4.0
81,395,Biology,4.0
81,410,Biology,4.0
81,640,Biology,4.0
81,766,Biology,4.0
81,926,Biology,4.0
82,1,English language,3.9
82,17,English language,3.9
82,93,English language,3.9
82,232,English language,3.9
82,259,English language,3.9
82,346,English language,3.9
82,347,English language,3.9
82,417,English language,3.9
82,672,English language,3.9
82,735,English language,3.9
82,757,English language,3.9
82,773,English language,3.9
82,815,English language,3.9
82,837,English language,3.9
82,920,English language,3.9
84,70,Romanian language,4.0
84,103,Romanian language,4.0
84,221,Romanian language,4.0
84,224,Romanian language,4.0
84,229,Romanian language,4.0
84,266,Romanian language,4.0
84,324,Romanian language,4.0
84,361,Romanian language,4.0
84,377,Romanian language,4.0
84,574,Romanian language,4.0
84,628,Romanian language,4.0
84,853,Romanian language,4.0
84,949,Romanian language,4.0
85,5,Mathematics,2.1
85,35,Mathematics,2.1
85,56,Mathematics,2.1
85,122,Mathematics,2.1
85,175,Mathematics,2.1
85,302,Mathematics,2.1
85,305,Mathematics,2.1
85,309,Mathematics,2.1
85,369,Mathematics,2.1
85,394,Mathematics,2.1
85,439,Mathematics,2.1
85,466,Mathematics,2.1
85,473,Mathematics,2.1
85,526,Mathematics,2.1
85,668,Mathematics,2.1
85,715,Mathematics,2.1
85,722,Mathematics,2.1
85,729,Mathematics,2.1
85,741,Mathematics,2.1
85,792,Mathematics,2.1
85,797,Mathematics,2.1
85,824,Mathematics,2.1
85,876,Mathematics,2.1
85,917,Mathematics,2.1
85,923,Mathematics,2.1
85,938,Mathematics,2.1
85,976,Mathematics,2.1
86,1,English language,3.0
86,17,English language,3.0
86,93,English language,3.0
86,232,English language,3.0
86,259,English language,3.0
86,346,English language,3.0
86,347,English language,3.0
86,417,English language,3.0
86,672,English language,3.0
86,735,English language,3.0
86,757,English language,3.0
86,773,English language,3.0
86,815,English language,3.0
86,837,English language,3.0
86,920,English language,3.0
87,1,English language,3.9
87,17,English language,3.9
87,93,English language,3.9
87,232,English language,3.9
87,259,English language,3.9
87,346,English language,3.9
87,347,English language,3.9
87,417,English language,3.9
87,672,English language,3.9
87,735,English language,3.9
87,757,English language,3.9
87,773,English language,3.9
87,815,English language,3.9
87,837,English language,3.9
87,920,English language,3.9
88,1,English language,3.6
88,17,English language,3.6
88,93,English language,3.6
88,232,English language,3.6
88,259,English language,3.6
88,346,English language,3.6
88,347,English language,3.6
88,417,English language,3.6
88,672,English language,3.6
88,735,English language,3.6
88,757,English language,3.6
88,773,English language,3.6
88,815,English language,3.6
88,837,English language,3.6
88,920,English language,3.6
90,1,English language,2.6
90,17,English language,2.6
90,93,English language,2.6
90,232,English language,2.6
90,259,English language,2.6
90,346,English language,2.6
90,347,English language,2.6
90,417,English language,2.6
90,672,English language,2.6
90,735,English language,2.6
90,757,English language,2.6
90,773,English language,2.6
90,815,English language,2.6
90,837,English language,2.6
90,920,English language,2.6
92,1,English language,4.1
92,17,English language,4.1
92,93,English language,4.1
92,232,English language,4.1
92,259,English language,4.1
92,346,English language,4.1
92,347,English language,4.1
92,417,English language,4.1
92,672,English language,4.1
92,735,English language,4.1
92,757,English language,4.1
92,773,English language,4.1
92,815,English language,4.1
92,837,English language,4.1
92,920,English language,4.1
93,67,Geography,4.6
93,188,Geography,4.6
93,225,Geography,4.6
93,294,Geography,4.6
93,566,Geography,4.6
93,772,Geography,4.6
93,774,Geography,4.6
93,807,Geography,4.6
93,835,Geography,4.6
94,24,History,3.5
94,87,History,3.5
94,504,History,3.5
94,653,History,3.5
94,805,History,3.5
94,863,History,3.5
95,70,Romanian language,2.7
95,103,Romanian language,2.7
95,221,Romanian language,2.7
95,224,Romanian language,2.7
95,229,Romanian language,2.7
95,266,Romanian language,2.7
95,324,Romanian language,2.7
95,361,Romanian language,2.7
95,377,Romanian language,2.7
95,574,Romanian language,2.7
95,628,Romanian language,2.7
95,853,Romanian language,2.7
95,949,Romanian language,2.7
96,71,Psychology,4.8
96,231,Psychology,4.8
96,343,Psychology,4.8
96,610,Psychology,4.8
96,656,Psychology,4.8
96,695,Psychology,4.8
96,750,Psychology,4.8
96,786,Psychology,4.8
96,925,Psychology,4.8
98,1,English language,4.5
98,17,English language,4.5
98,93,English language,4.5
98,232,English language,4.5
98,259,English language,4.5
98,346,English language,4.5
98,347,English language,4.5
98,417,English language,4.5
98,672,English language,4.5
98,735,English language,4.5
98,757,English language,4.5
98,773,English language,4.5
98,815,English language,4.5
98,837,English language,4.5
98,920,English language,4.5
101,1,English language,3.1
101,17,English language,3.1
101,93,English language,3.1
101,232,English language,3.1
101,259,English language,3.1
101,346,English language,3.1
101,347,English language,3.1
101,417,English language,3.1
101,672,English language,3.1
101,735,English language,3.1
101,757,English language,3.1
101,773,English language,3.1
101,815,English language,3.1
101,837,English language,3.1
101,920,English language,3.1
102,88,Computer science,1.9
102,158,Computer science,1.9
102,212,Computer science,1.9
102,264,Computer science,1.9
102,537,Computer science,1.9
102,546,Computer science,1.9
102,575,Computer science,1.9
102,737,Computer science,1.9
102,839,Computer science,1.9
102,870,Computer science,1.9
102,950,Computer science,1.9
103,176,French language,3.6
103,209,French language,3.6
103,219,French language,3.6
103,338,French language,3.6
103,442,French language,3.6
103,489,French language,3.6
103,538,French language,3.6
103,603,French language,3.6
103,618,French language,3.6
103,700,French language,3.6
103,706,French language,3.6
103,785,French language,3.6
103,882,French language,3.6
103,979,French language,3.6
104,12,German language,2.5
104,144,German language,2.5
104,247,German language,2.5
104,256,German language,2.5
104,286,German language,2.5
104,424,German language,2.5
104,460,German language,2.5
104,561,German language,2.5
104,576,German language,2.5
104,585,German language,2.5
104,632,German language,2.5
